symbol;name;country;currency
"399804";"CSI SPORT";"China";"CNY"
"399806";"ENVIRON-GOVERNANCE";"China";"CNY"
"399807";"HIGH-SPEED RAILWAY";"China";"CNY"
"399808";"CSI NEW ENERGY";"China";"CNY"
"399809";"INSURANCE THEME";"China";"CNY"
"399811";"CSSW ELECTRONICS";"China";"CNY"
"399812";"CSI OLD-AGE INDUSTRY";"China";"CNY"
"399813";"CSI DEFENSE SECURITY";"China";"CNY"
"399817";"ECOLOGY 100";"China";"CNY"
"399901";"WELL-OFF INDEX";"China";"CNY"
"399903";"CSI 100 INDEX";"China";"CNY"
"399904";"CSI 200 INDEX";"China";"CNY"
"399905";"CSI 500 INDEX";"China";"CNY"
"399913";"CSI 300 HEALTH CARE";"China";"CNY"
"399914";"CSI 300 FINANCIALS";"China";"CNY"
"399928";"CSI ENERGY INDEX";"China";"CNY"
"399934";"CSI FINANCIALS INDEX";"China";"CNY"
"399935";"CSI IT";"China";"CNY"
"399944";"CN RESOURCE";"China";"CNY"
"399958";"INNOVATIVE&GROWING";"China";"CNY"
"399959";"DEFENCE INDEX";"China";"CNY"
"399965";"800 REAL ESTATE";"China";"CNY"
"399966";"800 FIN";"China";"CNY"
"399970";"MOBILE INTERNET";"China";"CNY"
"399971";"CSI MEDIA";"China";"CNY"
"399972";"300 SZSE";"China";"CNY"
"399973";"CSI DEFENSE";"China";"CNY"
"399974";"CSI SOES REFORM";"China";"CNY"
"399975";"ALL SHARE BROKERAGE";"China";"CNY"
"399976";"NEW ENERGY VEHICLES";"China";"CNY"
"399982";"CSI 500 EW";"China";"CNY"
"399983";"300 REAL ESTATE EW";"China";"CNY"
"399986";"CSI BANKS INDEX";"China";"CNY"
"399989";"CSI MEDICAL SERVICE";"China";"CNY"
"399990";"CSI COAL EW";"China";"CNY"
"399991";"CSI OBOR";"China";"CNY"
"399992";"CSWD M&A";"China";"CNY"
"399993";"CSWD BIOTECHNOLOGY";"China";"CNY"
"399994";"CSI INFO-SECURITY";"China";"CNY"
"399995";"CONST-ENGINEERING";"China";"CNY"
"399996";"CSI SMART HOME";"China";"CNY"
"399998";"CSI COAL";"China";"CNY"
"4010";"S&P/CSE Banks Industry Group In";"Sri Lanka";"LKR"
"4020";"S&P/CSE Diversified Financials ";"Sri Lanka";"LKR"
"4030";"S&P/CSE Insurance Industry Grou";"Sri Lanka";"LKR"
"4405S";"NIKEI/SG WT 16";"Netherlands";"EUR"
"4406S";"NIKEI/SG WT 16";"Netherlands";"EUR"
"4407S";"NIKEI/SG WT 16";"Netherlands";"EUR"
"4421S";"NIKEI/SG WT 18";"Netherlands";"EUR"
"4432C";"BOUYG/CITI P-WT 16";"Netherlands";"EUR"
"4457C";"CAGRI/CITI P-WT 16";"Netherlands";"EUR"
"4461C";"CAPGE/CITI WT 16";"Netherlands";"EUR"
"4484C";"ACCOR/CITI WT 16";"Netherlands";"EUR"
"4527C";"ESILO/CITI P-WT 16";"Netherlands";"EUR"
"4538C";"EADS/CITI P-WT 16";"Netherlands";"EUR"
"4601C";"RENAU/CITI WT 16";"Netherlands";"EUR"
"4608C";"AIRFR/CITI P-WT 16";"Netherlands";"EUR"
"4625C";"AIRFR/CITI P-WT 16";"Netherlands";"EUR"
"4643C";"AIRLQ/CITI WT 16";"Netherlands";"EUR"
"4647C";"AIRLQ/CITI WT 16";"Netherlands";"EUR"
"4833C";"FB/CITI P-WT 16";"Netherlands";"EUR"
"5235C";"CAPGE/CITI P-WT 16";"Netherlands";"EUR"
"5379C";"BOUYG/CITI P-WT 16";"Netherlands";"EUR"
"5407C";"CASIN/CITI P-WT 16";"Netherlands";"EUR"
"5423C";"CAGRI/CITI P-WT 16";"Netherlands";"EUR"
"5475C";"NATIX/CITI P-WT 16";"Netherlands";"EUR"
"5510";"S&P/CSE Utilities Industry Grou";"Sri Lanka";"LKR"
"5615C";"GDF/CITI WT 16";"Netherlands";"EUR"
"5641C";"GDF/CITI P-WT 16";"Netherlands";"EUR"
"5645C";"PEUGO/CITI WT OPEN";"Netherlands";"EUR"
"5646C";"PUBLI/CITI WT 16";"Netherlands";"EUR"
"5649C";"SAFRN/CITI P-WT";"Netherlands";"EUR"
"5661C";"VEOLI/CITI WT 16";"Netherlands";"EUR"
"5670C";"VEOLI/CITI WT 16";"Netherlands";"EUR"
"5690C";"VALOU/CITI WT 16";"Netherlands";"EUR"
"5695C";"VEOLI/CITI P-WT 16";"Netherlands";"EUR"
"5700C";"VALOU/CITI WT 16";"Netherlands";"EUR"
"5774C";"FRCIA/CITI P-WT";"Netherlands";"EUR"
"5825S";"iShs-Core MSCI EM IMI U.ETF Reg";"Netherlands";"EUR"
"5847C";"LVMH/CITI WT 16";"Netherlands";"EUR"
"6010";"S&P/CSE Real Estate Industry Gr";"Sri Lanka";"LKR"
"6033C";"CAC40/CITI WT 16";"Netherlands";"EUR"
"6104C";"PEUGO/CITI WT 16";"Netherlands";"EUR"
"6123C";"PEUGO/CITI P-WT 16";"Netherlands";"EUR"
"6165C";"PEUGO/CITI P-WT 16";"Netherlands";"EUR"
"6183C";"KER/CITI WT 16";"Netherlands";"EUR"
"6260C";"KER/CITI P-WT 16";"Netherlands";"EUR"
"6268C";"PUBLI/CITI WT 16";"Netherlands";"EUR"
"6277C";"PUBLI/CITI WT 16";"Netherlands";"EUR"
"6344C";"PUBLI/CITI P-WT 16";"Netherlands";"EUR"
"7091C";"CAC40/CITI WT 16";"Netherlands";"EUR"
"8810C";"SANOF/CITI P-WT 16";"Netherlands";"EUR"
"8954C";"STGOB/CITI P-WT 16";"Netherlands";"EUR"
"9133C";"TECHP/CITI WT 16";"Netherlands";"EUR"
"9197C";"CAC40/CITI WT 16";"Netherlands";"EUR"
"9263S";"ALCAT/SG WT 17";"Netherlands";"EUR"
"9285S";"BNP/SG WT 17";"Netherlands";"EUR"
"9295S";"CAGRI/SG WT 17";"Netherlands";"EUR"
"931075";"CSI Hong Kong 1.3 Index";"China";"HKD"
"9330C";"GOLD/CITI WT 16";"Netherlands";"EUR"
"9369C";"GOLD/CITI P-WT 16";"Netherlands";"EUR"
"9430C";"UNIBL/CITI P-WT 16";"Netherlands";"EUR"
"9497C";"SILVE/CITI P-WT 16";"Netherlands";"EUR"
"9776C";"CAC40/CITI P-WT 16";"Netherlands";"EUR"
"A12LE";"AEX X12 LEV NR";"Netherlands";"EUR"
"A15LE";"AEX X15 LEV NR";"Netherlands";"EUR"
"AAX";"AEX ALL-SHARE";"Netherlands";"EUR"
"AAXG";"AEX ALL-SHARE GR";"Netherlands";"EUR"
"ABI5L";"ABI5L INDEX";"Belgium";"EUR"
"ACA3L";"ACA3L INDEX";"France";"EUR"
"ACA5I";"ACA5I Index";"France";"EUR"
"AE10L";"AEX X10 LEV NR";"Netherlands";"EUR"
"AE10S";"AEX X10 SHORT GR";"Netherlands";"EUR"
"AE12L";"AEX X12 LEV NR";"Netherlands";"EUR"
"AE12S";"AEX X12 SHORT GR";"Netherlands";"EUR"
"AE15S";"AEX X15 SHORT GR";"Netherlands";"EUR"
"AEEXT";"AEX EXT";"Netherlands";"EUR"
"AELRG";"AEX LOW RISK GR";"Netherlands";"EUR"
"AELRN";"AEX LOW RISK NR";"Netherlands";"EUR"
"AETAW";"AEX ALL-TRADE AW";"Netherlands";"EUR"
"AEX";"AEX-INDEX";"Netherlands";"EUR"
"AEX2S";"AEX X2 SHORT GR";"Netherlands";"EUR"
"AEX3L";"AEX X3 LEVERAGE NR";"Netherlands";"EUR"
"AEX3S";"AEX X3 SHORT GR";"Netherlands";"EUR"
"AEX4L";"AEX X4 LEVERAGE NR";"Netherlands";"EUR"
"AEX4S";"AEX X4 SHORT GR";"Netherlands";"EUR"
"AEX5L";"AEX X5 LEVERAGE NR";"Netherlands";"EUR"
"AEX5S";"AEX X5 SHORT GR";"Netherlands";"EUR"
"AEX6L";"AEX X6 LEVERAGE NR";"Netherlands";"EUR"
"AEX6S";"AEX X6 SHORT GR";"Netherlands";"EUR"
"AEX7L";"AEX X7 LEVERAGE NR";"Netherlands";"EUR"
"AEX7S";"AEX X7 SHORT GR";"Netherlands";"EUR"
"AEXAT";"AEX ALL-TRADABLE";"Netherlands";"EUR"
"AEXCC";"AEX COVERED CALL";"Netherlands";"EUR"
"AEXDI";"AEX DI";"Netherlands";"EUR"
"AEXEG";"AEX EQUAL W GR";"Netherlands";"EUR"
"AEXEN";"AEX EQUAL W NR";"Netherlands";"EUR"
"AEXEW";"AEX EQUAL WEIGHT";"Netherlands";"EUR"
"AEXGR";"AEX GR";"Netherlands";"EUR"
"AEXHD";"AEX HIGH DIV NR";"Netherlands";"EUR"
"AEXKI";"AEX DFT Oranje";"Netherlands";"EUR"
"AEXLR";"AEX LOW RISK";"Netherlands";"EUR"
"AEXLV";"AEX LEVERAGE";"Netherlands";"EUR"
"AEXNL";"AEX LEVERAGE NR";"Netherlands";"EUR"
"AEXNR";"AEX NR";"Netherlands";"EUR"
"AEXPP";"AEX PROTECTIVE PUT";"Netherlands";"EUR"
"AEXSH";"AEX SHORT GR";"Netherlands";"EUR"
"AEXTG";"AEX ALL-TRADE GR";"Netherlands";"EUR"
"AEXTL";"AEX TR LEVERAGE";"Netherlands";"EUR"
"AEXTN";"AEX ALL-TRADE NR";"Netherlands";"EUR"
"AEXXB";"AEX XBEAR GR";"Netherlands";"EUR"
"AIM1";"FTSE AIM 100 Index";"United Kingdom";"GBP"
"AMX";"AMX-INDEX";"Netherlands";"EUR"
"AMX4L";"AMX X4 LEVERAGE NR";"Netherlands";"EUR"
"AMX4S";"AMX X4 SHORT GR";"Netherlands";"EUR"
"AMXGR";"AMX GR";"Netherlands";"EUR"
"AMXNR";"AMX NR";"Netherlands";"EUR"
"AREUG";"AEX GR";"Netherlands";"EUR"
"AREUN";"AEX NR";"Netherlands";"EUR"
"AREUT";"AEX-INDEX";"Netherlands";"EUR"
"ASCX";"ASCX-INDEX";"Netherlands";"EUR"
"ASCXG";"ASCX GR";"Netherlands";"EUR"
"ASCXN";"ASCX NR";"Netherlands";"EUR"
"AT1000";"AT1 EXTRACTIVA";"Mexico";"MXN"
"AT3000";"AT3 CONSTRUYE";"Mexico";"MXN"
"AT4000";"AT4 COMERCIO";"Mexico";"MXN"
"AT5000";"AT5 ENLACE";"Mexico";"MXN"
"AT6000";"AT6 SERVICIOS";"Mexico";"MXN"
"ATAWG";"AEX ALL-TRA AW GR";"Netherlands";"EUR"
"ATAWN";"AEX ALL-TRA AW NR";"Netherlands";"EUR"
"ATX";"Austrian Traded Index in EUR";"Australia";"EUR"
"AXJO";"S&P/ASX 200";"Australia";"AUD"
"B3L";"INDICE BBVA APALANCADO X3";"Spain";"EUR"
"B3S";"INDICE BBVA INVERSO X3";"Spain";"EUR"
"B5L";"INDICE BBVA APALANCADO X5";"Spain";"EUR"
"B5S";"INDICE BBVA INVERSO X5";"Spain";"EUR"
"BB";"BMBRA";"Mexico";"MXN"
"BE3LN";"BEL 20 X3 LEV NR";"Belgium";"EUR"
"BEBEV";"BEL BEVERAGES";"Belgium";"EUR"
"BEBM";"BEL BASIC MATER NR";"Belgium";"EUR"
"BEBMP";"BEL BASIC MATER";"Belgium";"EUR"
"BECG";"BEL CONS DISCR NR";"Belgium";"EUR"
"BECGP";"BEL CONS DISCR";"Belgium";"EUR"
"BECH";"BEL CHEMICALS";"Belgium";"EUR"
"BECHP";"BEL CHEMICALS";"Belgium";"EUR"
"BECM";"BEL CONSTR.& MAT.";"Belgium";"EUR"
"BECS";"BEL CONS STAPL NR";"Belgium";"EUR"
"BECSP";"BEL CONS STAPLES";"Belgium";"EUR"
"BEFIN";"BEL FINANCIALS NR";"Belgium";"EUR"
"BEFIP";"BEL FINANCIALS";"Belgium";"EUR"
"BEFPR";"BEL FOOD PRODUCERS";"Belgium";"EUR"
"BEHC";"BEL HLTH CARE NR";"Belgium";"EUR"
"BEHCP";"BEL HEALTH CARE";"Belgium";"EUR"
"BEIN";"BEL INDUSTRIALS NR";"Belgium";"EUR"
"BEINP";"BEL INDUSTRIALS";"Belgium";"EUR"
"BEL20";"BEL 20";"Belgium";"EUR"
"BEL2I";"BEL 20 GR";"Belgium";"EUR"
"BEL2P";"BEL 20 NR";"Belgium";"EUR"
"BEL2S";"BEL 20 X2 SHORT GR";"Belgium";"EUR"
"BEL3L";"BEL X3 LEV";"Belgium";"EUR"
"BEL3S";"BEL 20 X3 SHORT GR";"Belgium";"EUR"
"BEL5L";"BEL 20 X5 LEV NR";"Belgium";"EUR"
"BEL5S";"BEL 20 X5 SH GR";"Belgium";"EUR"
"BELAR";"BEL ALL-SHARE NR";"Belgium";"EUR"
"BELAS";"BEL ALL-SHARE";"Belgium";"EUR"
"BELCP";"BEL CONTINUOUS";"Belgium";"EUR"
"BELCU";"BEL CONTIN STCK NR";"Belgium";"EUR"
"BELHD";"BEL HIGH DIV NR";"Belgium";"EUR"
"BELLV";"BEL 20 LEVERAGE";"Belgium";"EUR"
"BELM";"BEL MID INDEX";"Belgium";"EUR"
"BELMC";"BEL MID NR";"Belgium";"EUR"
"BELMG";"BEL MID GR";"Belgium";"EUR"
"BELS";"BEL SMALL INDEX";"Belgium";"EUR"
"BELSC";"BEL SMALL NR";"Belgium";"EUR"
"BELSG";"BEL SMALL GR";"Belgium";"EUR"
"BELSH";"BEL 20 SHORT GR";"Belgium";"EUR"
"BELTL";"BEL 20 TR LEVERAGE";"Belgium";"EUR"
"BELXB";"BEL 20 XBEAR GR";"Belgium";"EUR"
"BELXB";"BEL 20 XBEAR GR";"Portugal";"EUR"
"BEMEP";"BEL MEDIA";"Belgium";"EUR"
"BEOG";"BEL ENERGY NR";"Belgium";"EUR"
"BEOGP";"BEL ENERGY";"Belgium";"EUR"
"BEPB";"BEL PHARM.& BIOTECH";"Belgium";"EUR"
"BEPBP";"BEL PHARMA&BIO";"Belgium";"EUR"
"BERE";"BEL REAL ESTATE";"Belgium";"EUR"
"BEREN";"BEL REAL ESTATE NR";"Belgium";"EUR"
"BERS";"BEL RE INV&SERV NR ";"Belgium";"EUR"
"BESCS";"BEL SOFT.& COMP.SER";"Belgium";"EUR"
"BESGD";"BNL ESG L20 D 4.5%";"Netherlands";"EUR"
"BESGG";"BNL ESG L20 GR";"Netherlands";"EUR"
"BESGN";"BNL ESG L20 NR";"Netherlands";"EUR"
"BESGP";"BNL ESG L20";"Netherlands";"EUR"
"BETEC";"BEL TECHNOLOGY NR";"Belgium";"EUR"
"BETEL";"BEL TELECOM NR";"Belgium";"EUR"
"BETEP";"BEL TELECOM";"Belgium";"EUR"
"BETP";"BEL TECHNOLOGY";"Belgium";"EUR"
"BEUT";"BEL UTILITIES NR";"Belgium";"EUR"
"BEUTP";"BEL UTILITIES";"Belgium";"EUR"
"BFX";"BEL 20";"Belgium";"EUR"
"BNEW";"EN BENE 40 EW";"Netherlands";"EUR"
"BNEWE";"EN BENE 40 EW ER";"Netherlands";"EUR"
"BNEWG";"EN BENE 40 EW GR";"Netherlands";"EUR"
"BNEWN";"EN BENE 40 EW NR";"Netherlands";"EUR"
"BNEWV";"EN BENE 40 EW VT";"Netherlands";"EUR"
"BNP3L";"BNP3L INDEX";"France";"EUR"
"BNP5L";"BNP5L INDEX";"France";"EUR"
"BPX";"ISE British Pound FX Index";"United States of America";"USD"
"BREUG";"BEL 20 GR";"Belgium";"EUR"
"BREUN";"BEL 20 NR";"Belgium";"EUR"
"BREUT";"BEL 20";"Belgium";"EUR"
"BSE.100";"S&P BSE 100 INDEX";"India";"INR"
"BSE.MIDCAP";"S&P BSE MIDCAP INDEX";"India";"INR"
"BSE.SMLCAP";"S&P BSE SMALLCAP INDEX";"India";"INR"
"BSESN";"S&P BSE SENSEX";"India";"INR"
"BT";"BMBRART";"Mexico";"MXN"
"BVL";"PSI ALL-SHARE";"Portugal";"EUR"
"BVLG";"PSI ALL-SHARE GR";"Portugal";"EUR"
"C550S";"CAC40/SG P-WT 17";"Netherlands";"EUR"
"CA10S";"CAC 40 X10 SH GR";"Netherlands";"EUR"
"CA12S";"CAC 40 X 12 SH GR";"Netherlands";"EUR"
"CA12S";"CAC 40 X12 SH GR";"France";"EUR"
"CA15S";"CAC 40 X15 SH GR";"Netherlands";"EUR"
"CADC";"CNI EU A&D CNY";"Netherlands";"CNY"
"CADCE";"CNI EU A&D GR CNY";"Netherlands";"CNY"
"CADE";"CNI EU A&D EUR";"Netherlands";"EUR"
"CADGE";"CNI EU A&D GR EUR";"Netherlands";"EUR"
"CAIND";"Euronext CA Index";"Netherlands";"EUR"
"CASE30";"EGX 30 Price Return Index";"United States";"EGP"
"CCIC";"CNI EU C I CNY";"Netherlands";"CNY"
"CCICE";"CNI EU C I GR CNY";"Netherlands";"CNY"
"CCIE";"CNI EU C I EUR";"Netherlands";"EUR"
"CCIGE";"CNI EU C I GR EUR";"Netherlands";"EUR"
"C&E";"Construction And Engineering In";"Sri Lanka";"LKR"
"CEE1G";"EN CE 1 ESG EW GR";"Netherlands";"EUR"
"CEE1N";"EN CE 1 ESG EW NR";"Netherlands";"EUR"
"CEE1P";"EN CORE E1 ESG EW";"Netherlands";"EUR"
"CEE3G";"EN CE 30 ESG EW GR";"Netherlands";"EUR"
"CEE3N";"EN CE 30 ESG EW NR";"Netherlands";"EUR"
"CEE3P";"EN CORE E30 ESG EW";"Netherlands";"EUR"
"CES100";"CES SHANGHAI-HKG SELECT 100 IND";"Hong Kong";"HKD"
"CES120";"CESC CHINA 120 INDEX";"Hong Kong";"CNY"
"CES280";"CES CHINA 280 INDEX";"Hong Kong";"CNY"
"CES300";"CES SHANGHAI-HKG STOCK CONNECT ";"Hong Kong";"CNY"
"CESA80";"CES CHINA A80 INDEX";"Hong Kong";"CNY"
"CESG1";"ENCE1 ESGEW D5%NR";"Netherlands";"EUR"
"CESG10";"CES GAMING TOP 10 INDEX";"Hong Kong";"HKD"
"CESG3";"ENCE30 ESGEW D5%NR";"Netherlands";"EUR"
"CIMGC";"CNI EU I M I GR C";"Netherlands";"CNY"
"CIMGE";"CNI EU I M I GR E";"Netherlands";"EUR"
"CIMIC";"CNI EU I M I CNY";"Netherlands";"CNY"
"CIMIE";"CNI EU I M I EUR";"Netherlands";"EUR"
"CLE5G";"EN EZ E TR L 50 GR";"Netherlands";"EUR"
"CLE5N";"EN EZ E TR L 50 NR";"Netherlands";"EUR"
"CLE5P";"EN EZ ENER TR L 50";"Netherlands";"EUR"
"CLIE5";"EN EZ E T L 50 D5%";"Netherlands";"EUR"
"CNX100";"NIFTY 100";"India";"INR"
"CNXAUTO";"NIFTY AUTO";"India";"INR"
"CNXENERGY";"NIFTY ENERGY";"India";"INR"
"CNXFMCG";"NIFTY FMCG";"India";"INR"
"CNXIT";"NIFTY IT";"India";"INR"
"CNXMEDIA";"NIFTY MEDIA";"India";"INR"
"CNXMETAL";"NIFTY METAL";"India";"INR"
"CNXPHARMA";"NIFTY PHARMA";"India";"INR"
"CNXREALTY";"NIFTY REALTY";"India";"INR"
"CNXSC";"NIFTY SMLCAP 100";"India";"INR"
"COMP";"NASDAQ Composite";"United States";"USD"
"COP5D";"EN COP 50 EW 4.5%D";"Netherlands";"EUR"
"COP5E";"EN COP 50 EW ER";"Netherlands";"EUR"
"COR30";"EN CE EW30 D 5% NR";"Netherlands";"EUR"
"COR3D";"EN CE EW30 D 5% GR";"Netherlands";"EUR"
"COR3G";"EN CORE E30 EW GR";"Netherlands";"EUR"
"COR3N";"EN CORE E30 EW NR";"Netherlands";"EUR"
"COR3P";"EN CORE E30 EW";"Netherlands";"EUR"
"COREN";"EN CORE E100 EW NR";"Netherlands";"EUR"
"COREU";"EN CE EW DEC 5% NR";"Netherlands";"EUR"
"CQLC";"CNI EUQLTY L CNY";"Netherlands";"CNY"
"CQLE";"CNI EU QLTY L EUR";"Netherlands";"EUR"
"CQLGC";"CNI EU QLTY L GR C";"Netherlands";"CNY"
"CQLGE";"CNI EU QLTY L GR E";"Netherlands";"EUR"
"CRD3L";"CRD3L INDEX";"France";"EUR"
"CRSMID";"NIFTY Midcap 100";"India";"INR"
"CSH15";"CAC 40 X15 SH GR";"France";"EUR"
"CSHK100";"CSI HKG 100 INDEX";"Hong Kong";"HKD"
"DDBOL";"DDBOL";"Mexico";"MXN"
"DJI";"Dow Jones Industrial Average";"United States";"USD"
"DJI2MN";"Dow Jones Industrial Average ";"United States";"USD"
"DJT";"Dow Jones Transportation Averag";"United States";"USD"
"DJUSAE";"Dow Jones U.S. Aerospace & Defe";"United States";"USD"
"DJUSAF";"Dow Jones U.S. Delivery Service";"United States";"USD"
"DJUSAG";"Dow Jones U.S. Asset Managers I";"United States";"USD"
"DJUSAI";"Dow Jones U.S. Electronic Equip";"United States";"USD"
"DJUSAL";"Dow Jones U.S. Aluminum Index";"United States";"USD"
"DJUSAM";"Dow Jones U.S. Medical Equipmen";"United States";"USD"
"DJUSAP";"Dow Jones U.S. Automobiles & Pa";"United States";"USD"
"DJUSAR";"Dow Jones U.S. Airlines Index";"United States";"USD"
"DJUSAS";"Dow Jones U.S. Aerospace Index";"United States";"USD"
"DJUSAT";"Dow Jones U.S. Auto Parts Index";"United States";"USD"
"DJUSAU";"Dow Jones U.S. Automobiles Inde";"United States";"USD"
"DJUSAV";"Dow Jones U.S. Media Agencies I";"United States";"USD"
"DJUSBC";"Dow Jones U.S. Broadcasting & E";"United States";"USD"
"DJUSBE";"Dow Jones U.S. Business Trainin";"United States";"USD"
"DJUSBK";"Dow Jones U.S. Banks Index";"United States";"USD"
"DJUSBM";"Dow Jones U.S. Basic Materials ";"United States";"USD"
"DJUSBS";"Dow Jones U.S. Basic Resources ";"United States";"USD"
"DJUSBV";"Dow Jones U.S. Beverages Index";"United States";"USD"
"DJUSCA";"Dow Jones U.S. Gambling Index";"United States";"USD"
"DJUSCC";"Dow Jones U.S. Commodity Chemic";"United States";"USD"
"DJUSCF";"Dow Jones U.S. Clothing & Acces";"United States";"USD"
"DJUSCG";"Dow Jones U.S. Travel & Leisure";"United States";"USD"
"DJUSCH";"Dow Jones U.S. Chemicals Index";"United States";"USD"
"DJUSCL";"Dow Jones U.S. Coal Index";"United States";"USD"
"DJUSCN";"Dow Jones U.S. Construction & M";"United States";"USD"
"DJUSCP";"Dow Jones U.S. Containers & Pac";"United States";"USD"
"DJUSCS";"Dow Jones U.S. Specialized Cons";"United States";"USD"
"DJUSCX";"Dow Jones U.S. Specialty Chemic";"United States";"USD"
"DJUSDB";"Dow Jones U.S. Brewers Index";"United States";"USD"
"DJUSDN";"Dow Jones U.S. Defense Index";"United States";"USD"
"DJUSDR";"Dow Jones U.S. Food & Drug Reta";"United States";"USD"
"DJUSDT";"Dow Jones U.S. Diversified REIT";"United States";"USD"
"DJUSDV";"Dow Jones U.S. Computer Service";"United States";"USD"
"DJUSEC";"Dow Jones U.S. Electrical Compo";"United States";"USD"
"DJUSEE";"Dow Jones U.S. Electronic & Ele";"United States";"USD"
"DJUSEH";"Dow Jones U.S. Real Estate Hold";"United States";"USD"
"DJUSEN";"Dow Jones U.S. Oil & Gas Index";"United States";"USD"
"DJUSES";"Dow Jones U.S. Real Estate Serv";"United States";"USD"
"DJUSFA";"Dow Jones U.S. Financial Admini";"United States";"USD"
"DJUSFB";"Dow Jones U.S. Food & Beverage ";"United States";"USD"
"DJUSFC";"Dow Jones U.S. Fixed Line Telec";"United States";"USD"
"DJUSFD";"Dow Jones U.S. Food Retailers &";"United States";"USD"
"DJUSFE";"Dow Jones U.S. Industrial Machi";"United States";"USD"
"DJUSFI";"Dow Jones U.S. Financial Servic";"United States";"USD"
"DJUSFN";"Dow Jones U.S. Financials Index";"United States";"USD"
"DJUSFO";"Dow Jones U.S. Food Producers I";"United States";"USD"
"DJUSFP";"Dow Jones U.S. Food Products In";"United States";"USD"
"DJUSFR";"Dow Jones U.S. Forestry & Paper";"United States";"USD"
"DJUSFT";"Dow Jones U.S. Footwear Index";"United States";"USD"
"DJUSGF";"Dow Jones U.S. Financial Servic";"United States";"USD"
"DJUSGI";"Dow Jones U.S. General Industri";"United States";"USD"
"DJUSGT";"Dow Jones U.S. General Retailer";"United States";"USD"
"DJUSGU";"Dow Jones U.S. Gas Distribution";"United States";"USD"
"DJUSHB";"Dow Jones U.S. Home Constructio";"United States";"USD"
"DJUSHC";"Dow Jones U.S. Health Care Inde";"United States";"USD"
"DJUSHG";"Dow Jones U.S. Household Goods ";"United States";"USD"
"DJUSHI";"Dow Jones U.S. Home Improvement";"United States";"USD"
"DJUSHL";"Dow Jones U.S. Hotel & Lodging ";"United States";"USD"
"DJUSHR";"Dow Jones U.S. Commercial Vehic";"United States";"USD"
"DJUSHV";"Dow Jones U.S. Heavy Constructi";"United States";"USD"
"DJUSIB";"Dow Jones U.S. Insurance Broker";"United States";"USD"
"DJUSID";"Dow Jones U.S. Diversified Indu";"United States";"USD"
"DJUSIF";"Dow Jones U.S. Full Line Insura";"United States";"USD"
"DJUSIG";"Dow Jones U.S. Industrial Goods";"United States";"USD"
"DJUSIL";"Dow Jones U.S. Life Insurance I";"United States";"USD"
"DJUSIM";"Dow Jones U.S. Industrial Metal";"United States";"USD"
"DJUSIN";"Dow Jones U.S. Industrials Inde";"United States";"USD"
"DJUSIP";"Dow Jones U.S. Property & Casua";"United States";"USD"
"DJUSIQ";"Dow Jones U.S. Industrial Engin";"United States";"USD"
"DJUSIR";"Dow Jones U.S. Insurance Index";"United States";"USD"
"DJUSIS";"Dow Jones U.S. Support Services";"United States";"USD"
"DJUSIT";"Dow Jones U.S. Industrial Trans";"United States";"USD"
"DJUSIV";"Dow Jones U.S. Business Support";"United States";"USD"
"DJUSIX";"Dow Jones U.S. Nonlife Insuranc";"United States";"USD"
"DJUSLE";"Dow Jones U.S. Leisure Goods In";"United States";"USD"
"DJUSLG";"Dow Jones U.S. Hotels Index";"United States";"USD"
"DJUSMC";"Dow Jones U.S. Health Care Equi";"United States";"USD"
"DJUSME";"Dow Jones U.S. Media Index";"United States";"USD"
"DJUSMF";"Dow Jones U.S. Mortgage Finance";"United States";"USD"
"DJUSMG";"Dow Jones U.S. Mining Index";"United States";"USD"
